0~1
https://www.correiobraziliense.com.br/mundo/2026/02/7355240-meus-filhos-foram-recrutados-para-um-esquema-de-trafico-humano-e-me-juntei-a-policia-para-tentar-encontra-los.html~'Meus filhos foram recrutados para um esquema de tráfico humano e me juntei à polícia para tentar encontrá-los'
https://www.correiobraziliense.com.br/mundo/2025/11/7302863-a-colombiana-que-sobreviveu-ao-trafico-de-pessoas-no-mexico-uma-amiga-me-enganou-e-me-levou-para-uma-rede-de-exploracao-sexual.html~A colombiana que sobreviveu ao tráfico de pessoas no México: 'Uma amiga me enganou e me levou para uma rede de exploração sexual'
https://www.correiobraziliense.com.br/mundo/2025/09/7244316-democratas-divulgam-suposta-carta-de-aniversario-de-trump-para-epstein.html~Democratas divulgam suposta carta de aniversário de Trump para Epstein
https://www.correiobraziliense.com.br/brasil/2025/08/7227154-hytalo-santos-relembre-as-polemicas-do-influenciador-preso.html~Hytalo Santos: Relembre as polêmicas do influenciador preso
https://www.correiobraziliense.com.br/brasil/2025/05/7157541-mpt-processa-byd-por-trabalho-escravo-em-obras-na-bahia.html~MPT processa BYD por trabalho escravo em obras na Bahia
https://www.correiobraziliense.com.br/mundo/2025/04/7124938-morre-virginia-giuffre-vitima-de-jeffrey-epstein-e-do-principe-andrew.html~Morre Virginia Giuffre, vítima de Jeffrey Epstein e do príncipe Andrew
https://www.correiobraziliense.com.br/app/noticia/politica/2013/05/29/interna_politica,368609/cpi-do-trafico-de-pessoas-quer-leis-rigorosas-para-adocao-internacional.shtml~CPI do Tráfico de Pessoas quer leis rigorosas para adoção internacional
https://www.correiobraziliense.com.br/app/noticia/cidades/2013/05/27/interna_cidadesdf,368193/cpi-do-trafico-de-pessoas-ouve-delegado-da-pf-sobre-trabalho-escravo-no-df.shtml~CPI do tráfico de pessoas ouve delegado da PF sobre trabalho escravo no DF
https://www.correiobraziliense.com.br/app/noticia/politica/2013/05/23/interna_politica,367596/camara-prorroga-cpi-do-trafico-de-pessoas-por-mais-quatro-meses.shtml~Câmara prorroga CPI do Tráfico de Pessoas por mais quatro meses
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/05/17/interna-brasil,366659/audiencia-publica-discute-medidas-de-combate-ao-trafico-de-pessoas.shtml~Audiência pública discute medidas de combate ao tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/politica/2013/05/14/interna_politica,365911/cpi-do-trafico-de-pessoas-ouve-dirigentes-de-ong-sobre-adocoes.shtml~CPI do Tráfico de Pessoas ouve dirigentes de ONG sobre adoções 
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/05/09/interna-brasil,365150/brasil-adere-a-campanha-para-incentivar-denuncias-de-trafico-de-pessoas.shtml~Brasil adere à campanha para incentivar denúncias de tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/05/07/interna-brasil,364708/ivete-sangalo-sera-nomeada-embaixadora-da-onu-contra-o-trafico-de-pessoas.shtml~Ivete Sangalo será nomeada embaixadora da ONU contra o tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/politica/2013/04/30/interna_politica,363517/governo-brasileiro-revoga-limite-de-vistos-concedidos-a-haitianos.shtml~Governo brasileiro revoga limite de vistos concedidos a haitianos
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/04/15/interna-brasil,360506/instituicoes-fazem-mapeamento-das-rotas-de-imigracao-haitiana-ao-brasil.shtml~Instituições fazem mapeamento das rotas de imigração haitiana ao Brasil
https://www.correiobraziliense.com.br/app/noticia/politica/2013/04/03/interna_politica,358360/comissao-vai-aumentar-dialogo-de-movimentos-sociais-com-mp-e-cnmp.shtml~Comissão vai aumentar diálogo de movimentos sociais com MP e CNMP
https://www.correiobraziliense.com.br/app/noticia/mundo/2013/03/31/interna_mundo,357650/papa-pede-paz-na-siria-e-nas-duas-coreias-e-denuncia-trafico-de-pessoas.shtml~Papa pede paz na Síria e nas duas Coreias e denuncia tráfico de pessoas 
https://www.correiobraziliense.com.br/app/noticia/cidades/2013/03/26/interna_cidadesdf,356818/aeroporto-jk-recebe-blitz-contra-trafico-de-pessoas-as-vesperas-do-feriado.shtml~Aeroporto JK recebe blitz contra tráfico de pessoas às vesperas do feriado
https://www.correiobraziliense.com.br/app/noticia/politica/2013/03/21/interna_politica,356150/cpi-do-trafico-de-pessoas-deve-propor-mudancas-na-legislacao-diz-deputado.shtml~CPI do Tráfico de Pessoas deve propor mudanças na legislação, diz deputado
https://www.correiobraziliense.com.br/app/noticia/especiais/novo-papa/2013/03/21/interna_2016,356126/papa-francisco-falou-da-grande-patria-latino-americana-diz-kirchner.shtml~Papa Francisco falou da 'grande pátria' latino-americana, diz Kirchner 
https://www.correiobraziliense.com.br/app/noticia/cidades/2013/03/19/interna_cidadesdf,355522/congresso-e-juristas-querem-lei-mais-rigorosa-sobre-trafico-de-pessoas.shtml~Congresso e juristas querem lei mais rigorosa sobre tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/politica/2013/03/06/interna_politica,353285/cpi-deve-apresentar-mudancas-nas-leis-de-combate-ao-trafico-de-pessoas.shtml~CPI deve apresentar mudanças nas leis de combate ao tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/03/06/interna-brasil,353226/promessa-de-uma-vida-melhor-atrai-as-vitimas-do-trafico-de-pessoas.shtml~Promessa de uma vida melhor atrai as vítimas do tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/mundo/2013/03/06/interna_mundo,353224/ligue-180-deve-chegar-a-dez-paises-da-america-central-e-do-sul-e-europa.shtml~Ligue 180 deve chegar a dez países da América Central e do Sul e Europa
https://www.correiobraziliense.com.br/app/noticia/politica/2013/03/04/interna_politica,352812/cpi-do-trafico-de-pessoas-quer-convocar-responsavel-por-belo-monte.shtml~CPI do Tráfico de Pessoas quer convocar responsável por Belo Monte
https://www.correiobraziliense.com.br/app/noticia/politica/2013/02/27/interna_politica,351882/cpi-do-trafico-de-pessoas-ouve-acusados-de-exploracao-sexual.shtml~CPI do Tráfico de pessoas ouve acusados de exploração sexual 
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/26/interna-brasil,351694/cpi-do-trafico-de-pessoas-deve-indiciar-envolvidos-com-exploracao-sexual.shtml~CPI do Tráfico de Pessoas deve indiciar envolvidos com exploração sexual
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/26/interna-brasil,351645/governo-lanca-2-plano-nacional-de-enfrentamento-ao-trafico-de-pessoas.shtml~Governo lança 2º Plano Nacional de Enfrentamento ao Tráfico de Pessoas
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/26/interna-brasil,351593/as-pessoas-precisam-denunciar-diz-ministro-sobre-trafico-de-pessoas.shtml~As pessoas precisam denunciar, diz ministro, sobre tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/mundo/2013/02/20/interna_mundo,350565/presidentes-da-america-central-discutem-seguranca-e-trafico-de-pessoas.shtml~Presidentes da América Central discutem segurança e tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/19/interna-brasil,350374/cpi-do-trafico-de-pessoas-vai-a-belo-monte-apurar-exploracao-sexual.shtml~CPI do Tráfico de Pessoas vai a Belo Monte apurar exploração sexual
https://www.correiobraziliense.com.br/app/noticia/politica/2013/02/19/interna_politica,350336/cpi-do-trafico-de-pessoas-aprova-convocacao-de-acusados.shtml~CPI do Tráfico de Pessoas aprova convocação de acusados 
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/14/interna-brasil,349656/cpi-quer-convocar-presos-envolvidos-com-trafico-de-pessoas-em-belo-monte.shtml~CPI quer convocar presos envolvidos com tráfico de pessoas em Belo Monte
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/06/interna-brasil,348053/missao-brasileira-vai-observar-no-exterior-violencia-contra-homomossexuais.shtml~Missão brasileira vai observar no exterior violência contra homomossexuais
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/05/interna-brasil,347916/cpi-do-trafico-de-pessoas-vai-ouvir-casal-preso-em-salvador-pela-pf.shtml~CPI do Tráfico de Pessoas vai ouvir casal preso em Salvador pela PF
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/05/interna-brasil,347839/comissao-vota-convocacao-de-casal-preso-suspeito-de-trafico-de-mulheres.shtml~Comissão vota convocação de casal preso suspeito de tráfico de mulheres
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/02/03/interna-brasil,347548/cpi-do-trafico-de-pessoas-quer-intensificar-investigacoes-na-bahia.shtml~CPI do Tráfico de Pessoas quer intensificar investigações na Bahia 
https://www.correiobraziliense.com.br/app/noticia/brasil/2013/01/30/interna-brasil,346957/pf-prende-duas-pessoas-em-salvador-suspeitas-de-trafico-de-pessoas.shtml~PF prende duas pessoas em Salvador suspeitas de tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/politica/2012/12/19/interna_politica,340181/cpi-do-trafico-de-pessoas-termina-com-proposta-de-punicoes-mais-rigidas.shtml~CPI do Tráfico de Pessoas termina com proposta de punições mais rígidas
https://www.correiobraziliense.com.br/app/noticia/mundo/2012/12/13/interna_mundo,338977/onu-constata-que-trafico-de-pessoas-atinge-mais-mulheres-e-criancas.shtml~ONU constata que tráfico de pessoas atinge mais mulheres e crianças
https://www.correiobraziliense.com.br/app/noticia/mundo/2012/12/13/interna_mundo,338956/absolvicao-de-acusados-de-trafico-de-pessoas-gera-revolta-na-argentina.shtml~Absolvição de acusados de tráfico de pessoas gera revolta na Argentina
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/11/30/interna-brasil,336782/situacao-do-trafico-de-pessoas-no-rj-pode-ser-subestimada-diz-especialista.shtml~Situação do tráfico de pessoas no RJ pode ser subestimada, diz especialista
https://www.correiobraziliense.com.br/app/noticia/politica/2012/11/20/interna_politica,334803/cpi-do-trafico-de-pessoas-aprova-quebra-dos-sigilos-de-suspeitos.shtml~CPI do Tráfico de Pessoas aprova quebra dos sigilos de suspeitos 
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/11/15/interna-brasil,333944/padre-haitiano-trafico-de-pessoas-sustenta-imigracao-ilegal-no-brasil.shtml~Padre haitiano: tráfico de pessoas sustenta imigração ilegal no Brasil 
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/11/12/interna-brasil,333407/cpi-do-trafico-de-pessoas-ouve-acusados-de-trafico-de-criancas.shtml~CPI do Tráfico de Pessoas ouve acusados de tráfico de crianças
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/11/04/interna-brasil,331879/defensorias-do-mercosul-definem-atuacao-no-combate-ao-trafico-de-pessoas.shtml~Defensorias do Mercosul definem atuação no combate ao tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/10/25/interna-brasil,330116/simposio-discute-punicao-mais-rigorosa-para-o-crime-de-trafico-de-pessoas.shtml~Simpósio discute punição mais rigorosa para o crime de tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/10/17/interna-brasil,328543/cpi-do-trafico-de-pessoas-vai-investigar-caso-de-adocao-suspeita-na-bahia.shtml~CPI do Tráfico de Pessoas vai investigar caso de adoção suspeita na Bahia
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/10/16/interna-brasil,328404/cardozo-diz-que-vai-ser-lancado-novo-plano-contra-trafico-de-pessoas.shtml~Cardozo diz que vai ser lançado novo plano contra tráfico de pessoas 
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/10/16/interna-brasil,328352/quase-500-brasileiros-foram-vitimas-de-trafico-de-pessoas-em-seis-anos.shtml~Quase 500 brasileiros foram vítimas de tráfico de pessoas em seis anos
https://www.correiobraziliense.com.br/app/noticia/mundo/2012/10/02/interna_mundo,325566/relatora-da-onu-alerta-para-crescimento-do-trafico-de-pessoas-no-mundo.shtml~Relatora da ONU alerta para crescimento do tráfico de pessoas no mundo
https://www.correiobraziliense.com.br/app/noticia/mundo/2012/09/25/interna_mundo,324382/obama-declara-guerra-ao-trafico-de-pessoas-a-escravidao-moderna.shtml~Obama declara guerra ao tráfico de pessoas, a 'escravidão moderna'
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/07/06/interna-brasil,310850/onu-diz-que-trafico-de-pessoas-pode-estar-por-tras-de-cidadanias-ilegais.shtml~ONU diz que tráfico de pessoas pode estar por trás de cidadanias ilegais
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/07/05/interna-brasil,310665/paises-da-europa-entram-em-alerta-contra-a-fraude-concessao-de-cidadania.shtml~Países da Europa entram em alerta contra a fraude concessão de cidadania
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/05/31/interna-brasil,305200/identificados-casos-de-europeus-vitimas-de-trafico-de-pessoas-no-brasil.shtml~Identificados casos de europeus vítimas de tráfico de pessoas no Brasil
https://www.correiobraziliense.com.br/app/noticia/politica/2012/05/22/interna_politica,303700/em-depoimento-a-cpi-do-trafico-de-pessoas-acusada-nega-envolvimento.shtml~Em depoimento à CPI do Tráfico de Pessoas, acusada nega envolvimento
https://www.correiobraziliense.com.br/app/noticia/brasil/2012/05/07/interna-brasil,301235/brasil-tera-primeiras-estatisticas-sobre-o-trafico-de-pessoas-em-um-ano.shtml~Brasil terá primeiras estatísticas sobre o tráfico de pessoas em um ano
https://www.correiobraziliense.com.br/app/noticia/politica/2011/12/15/interna_politica,282969/cpi-do-trafico-de-pessoas-entrega-anteprojeto-a-comissao-do-codigo-penal.shtml~CPI do Tráfico de Pessoas entrega anteprojeto a comissão do Código Penal 
https://www.correiobraziliense.com.br/app/noticia/brasil/2011/08/12/interna-brasil,265285/segundo-plano-de-enfrentamento-ao-trafico-de-pessoas-sera-lancado-este-ano.shtml~Segundo Plano de Enfrentamento ao Tráfico de Pessoas será lançado este ano
https://www.correiobraziliense.com.br/app/noticia/mundo/2011/06/27/interna_mundo,258658/eua-incluem-venezuela-na-lista-negra-do-trafico-de-pessoas.shtml~EUA incluem Venezuela na lista negra do tráfico de pessoas 
https://www.correiobraziliense.com.br/app/noticia/politica-brasil-economia/2011/05/25/internas_polbraeco,253891/pesquisa-mostra-que-vitimas-do-trafico-de-pessoas-tem-baixa-escolaridade.shtml~Pesquisa mostra que vítimas do tráfico de pessoas têm baixa escolaridade
https://www.correiobraziliense.com.br/app/noticia/brasil/2011/04/19/interna-brasil,248514/prostituicao-escravidao-e-morte-marcam-brasileiras-vitimas-do-trafico.shtml~Prostituição, escravidão e morte marcam brasileiras vítimas do tráfico
https://www.correiobraziliense.com.br/app/noticia/brasil/2011/03/16/interna-brasil,243006/campanha-pretende-intensificar-denuncias-contra-o-trafico-de-pessoas-em-sp.shtml~Campanha pretende intensificar denúncias contra o tráfico de pessoas em SP
https://www.correiobraziliense.com.br/app/noticia/cidades/2010/09/17/interna_cidadesdf,213387/goias-e-o-estado-com-maior-numero-de-processos-por-trafico-de-pessoas.shtml~Goiás é o estado com maior número de processos por tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/especiais/haiti/2010/02/15/interna-sersustentavel,173720/militares-dominicanos-prendem-tres-haitianos-suspeitos-de-trafico-de-pessoas.shtml~Militares dominicanos prendem três haitianos suspeitos de tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/mundo/2010/02/15/interna_mundo,173684/militares-dominicanos-prendem-tres-haitianos-suspeitos-de-trafico-de-pessoas.shtml~Militares dominicanos prendem três haitianos suspeitos de tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/cidades/2010/01/18/interna_cidadesdf,167202/levantamento-aponta-que-3-mil-goianas-se-prostituiram-fora-do-pais-a-partir-de-2004.shtml~Levantamento aponta que 3 mil goianas se prostituiram fora do país a partir de 2004
https://www.correiobraziliense.com.br/app/noticia/brasil/2009/06/22/interna-brasil,120682/campanha-quer-conscientizar-brasileiros-sobre-prevencao-e-repressao-ao-trafico-de-pessoas.shtml~Campanha quer conscientizar brasileiros sobre prevenção e repressão ao tráfico de pessoas  
https://www.correiobraziliense.com.br/app/noticia/mundo/2009/06/16/interna_mundo,119047/eua-mantem-cuba-na-lista-negra-de-trafico-de-pessoas.shtml~EUA mantêm Cuba na lista negra de tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/brasil/2009/05/22/interna-brasil,111764/presos-12-acusados-de-trafico-de-pessoas-em-sp-e-ro.shtml~Presos 12 acusados de tráfico de pessoas em SP e RO
https://www.correiobraziliense.com.br/app/noticia/brasil/2008/11/25/interna-brasil,51629/presos-sete-em-acao-contra-trafico-de-pessoas-na-bahia.shtml~Presos sete em ação contra tráfico de pessoas na Bahia
https://www.correiobraziliense.com.br/app/noticia/mundo/2008/06/07/interna_mundo,11473/eua-criticam-combate-ao-trafico-de-pessoas-e-trabalho-escravo-no-brasil.shtml~EUA criticam combate ao tráfico de pessoas e trabalho escravo no Brasil  
https://www.correiobraziliense.com.br/app/noticia/brasil/2008/05/06/interna-brasil,4739/bispo-cobra-acao-dos-parlamentares-contra-trafico-de-pessoas.shtml~Bispo cobra ação dos parlamentares contra tráfico de pessoas
https://www.correiobraziliense.com.br/app/noticia/brasil/2008/04/30/interna-brasil,3424/pf-prende-18-suspeitos-de-trafico-de-pessoas-no-ceara.shtml~PF prende 18 suspeitos de tráfico de pessoas no Ceará
https://www.correiobraziliense.com.br/mundo/2026/04/7405576-a-investigacao-da-bbc-que-revela-como-epstein-manteve-vitimas-de-abuso-em-apartamentos-de-londres-depois-que-a-policia-desistiu-de-investiga-lo.html~A investigação da BBC que revela como Epstein manteve vítimas de abuso em apartamentos de Londres, depois que a polícia desistiu de investigá-lo
https://www.correiobraziliense.com.br/politica/2026/04/7397172-relatorio-da-cpi-aponta-indicios-de-trafico-humano-em-eventos-de-vorcaro.html~Relatório da CPI aponta indícios de tráfico humano em eventos de Vorcaro
https://www.correiobraziliense.com.br/mundo/2026/02/7355240-meus-filhos-foram-recrutados-para-um-esquema-de-trafico-humano-e-me-juntei-a-policia-para-tentar-encontra-los.html~'Meus filhos foram recrutados para um esquema de tráfico humano e me juntei à polícia para tentar encontrá-los'
https://www.correiobraziliense.com.br/brasil/2025/10/7262960-influenciadoras-sao-acusadas-de-fazer-publi-para-esquema-de-trafico-humano.html~Influenciadoras são acusadas de fazer publi para esquema de tráfico humano
https://www.correiobraziliense.com.br/brasil/2025/08/7227468-o-que-e-o-crime-de-trafico-humano-e-quem-o-investiga.html~O que é o crime de tráfico humano e quem o investiga
https://www.correiobraziliense.com.br/brasil/2025/08/7227037-quem-e-o-marido-de-hytalo-santos-preso-com-o-influenciador-nesta-sexta.html~Quem é o marido de Hytalo Santos, preso com o influenciador nesta sexta
https://www.correiobraziliense.com.br/colunistas/mariana-morais/2025/08/7227043-hytalo-santos-imagens-de-cativeiro-vem-a-tona.html~Hytalo Santos: Imagens de 'cativeiro' vêm à tona
https://www.correiobraziliense.com.br/colunistas/mariana-morais/2025/08/7226970-hytalo-santos-e-acusado-de-trafico-humano-e-choca-fas.html~Hytalo Santos é acusado de tráfico humano e choca fãs
https://www.correiobraziliense.com.br/colunistas/coluna-do-sodre/2025/08/7226963-suspeitas-de-trafico-humano-e-exploracao-de-menores-levam-hytalo-santos-e-euro-a-prisao.html~Suspeitas de tráfico humano e exploração de menores levam Hytalo Santos e Euro à prisão
https://www.correiobraziliense.com.br/diversao-e-arte/2025/04/7101020-jean-claude-van-damme-e-acusado-de-envolvimento-em-esquema-de-exploracao-sexual.html~Jean-Claude Van Damme é acusado de envolvimento em esquema de exploração sexual
https://www.correiobraziliense.com.br/mundo/2025/02/7058103-brasileiros-vitimas-de-trafico-humano-em-mianmar-sao-resgatados.html~Brasileiros vítimas de tráfico humano em Mianmar são resgatados 
https://www.correiobraziliense.com.br/mundo/2025/01/7047072-mensagens-misteriosas-em-terreno-baldio-lancam-duvidas.html~Mensagens misteriosas em terreno baldio lançam dúvidas
https://www.correiobraziliense.com.br/colunistas/fabiano-moraes/2025/01/7037581-ator-wang-xing-e-resgatado-apos-cair-em-golpe-de-trafico-humano-na-asia.html~Ator Wang Xing é resgatado após cair em golpe de tráfico humano na Ásia
https://www.correiobraziliense.com.br/mundo/2025/01/7028926-ator-chines-enganado-por-falso-teste-de-elenco-na-tailandia-e-resgatado.html~Ator chinês enganado por falso teste de elenco na Tailândia é resgatado
https://www.correiobraziliense.com.br/diversao-e-arte/2024/12/7002976-duda-batsow-afirma-que-carminha-seria-inspiracao-para-uma-possivel-futura-vila.html~Duda Batsow afirma que Carminha seria inspiração para uma possível futura vilã
https://www.correiobraziliense.com.br/brasil/2024/11/6993463-morre-bispo-que-atuava-contra-o-trafico-infantil-no-para.html~Morre bispo que atuava contra o tráfico e pedofilia infantis no Pará
https://www.correiobraziliense.com.br/mundo/2024/09/6938591-andrew-tate-nos-estuprou-e-estrangulou-os-relatos-ineditos-de-vitimas-de-influenciador-acusado-de-trafico-humano.html~'Andrew Tate nos estuprou e estrangulou': os relatos inéditos de vítimas de influenciador acusado de tráfico humano
https://www.correiobraziliense.com.br/brasil/2024/07/6909920-homens-e-negros-sao-os-maiores-alvos-do-trafico-humano.html~Homens e negros são os maiores alvos do tráfico humano
https://www.correiobraziliense.com.br/brasil/2024/07/6909235-homens-e-pessoas-negras-sao-principais-vitimas-de-trafico-humano-no-brasil.html~Homens e pessoas negras são principais vítimas de tráfico humano no Brasil
https://www.correiobraziliense.com.br/mundo/2024/07/6898290-kat-torres-a-ex-modelo-e-influencer-brasileira-condenada-por-trafico-humano-e-escravidao.html~Kat Torres, a ex-modelo e influencer brasileira condenada por tráfico humano e escravidão
https://www.correiobraziliense.com.br/diversao-e-arte/2024/01/6784555-bbb-24-yasmin-brunet-citada-em-fake-news-sobre-trafico-humano-por-sisters.html~BBB 24: Yasmin Brunet citada em fake news sobre tráfico humano por sisters
https://www.correiobraziliense.com.br/brasil/2023/11/6658638-espanha-brasileiras-sequestradas-sao-resgatadas-em-acao-contra-trafico-humano.html~Espanha: brasileiras sequestradas são resgatadas em ação contra tráfico humano
https://www.correiobraziliense.com.br/politica/2023/10/5131777-em-cinema-em-brasilia-bolsonaro-e-michelle-assistem-som-da-liberdade.html~"Em cinema em Brasília, Bolsonaro e Michelle assistem ""Som da Liberdade"""
https://www.correiobraziliense.com.br/mundo/2023/09/5123407-a-rede-de-trafico-humano-que-promete-emprego-a-cubanos-os-leva-para-lutar-pela-russia-na-ucrania.html~A rede de tráfico humano que promete emprego a cubanos os leva para lutar pela Rússia na Ucrânia
https://www.correiobraziliense.com.br/mundo/2023/06/5104900-policia-das-filipinas-detem-mais-de-2-mil-pessoas-por-trafico-humano.html~Polícia das Filipinas detém mais de 2 mil pessoas por tráfico humano
https://www.correiobraziliense.com.br/mundo/2023/06/5101788-atletas-brasileiros-vitimas-do-trafico-humano-sao-resgatados-em-portugal.html~Atletas brasileiros, vítimas do tráfico humano, são resgatados em Portugal
https://www.correiobraziliense.com.br/mundo/2023/03/5083651-golpe-abate-do-porco-brasileiro-conta-como-fugiu-de-trafico-humano-e-de-fortaleza-em-mianmar.html~Golpe ‘abate do porco’: brasileiro conta como fugiu de tráfico humano e de 'fortaleza' em Mianmar
https://www.correiobraziliense.com.br/diversao-e-arte/2022/10/5045145-yasmin-brunet-nega-acusacoes-de-sequestro-e-trafico-humano-chocante.html~"Yasmin Brunet nega acusações de sequestro e tráfico humano: ""Chocante"""
https://www.correiobraziliense.com.br/politica/2022/10/5044145-mpf-do-para-nega-denuncia-de-damares-sobre-trafico-humano.html~MPF do Pará nega 'denúncia' de Damares sobre tráfico humano
https://www.correiobraziliense.com.br/mundo/2022/09/5040768-seis-jovens-brasileiros-sao-vitimas-de-trafico-humano-em-portugal.html~Seis jovens brasileiros são vítimas de tráfico humano em Portugal
https://www.correiobraziliense.com.br/tecnologia/2021/10/4953485-ex-gerente-do-facebook-que-denunciou-a-rede-depoe-no-senado-dos-eua.html~Ex-gerente do Facebook que denunciou a rede depõe no Senado dos EUA
https://www.correiobraziliense.com.br/diversao-e-arte/2021/09/4948362-o-grito-de-dor-do-cinema-latino-americano-em-veneza.html~O grito de dor do cinema latino-americano em Veneza
https://www.correiobraziliense.com.br/brasil/2021/07/4940451-trafico-humano-mira-negros.html~Tráfico humano mira negros
https://www.correiobraziliense.com.br/cidades-df/2021/06/4930310-secretaria-de-justica-abre-selecao-para-comite-contra-o-trafico-humano.html~Secretaria de Justiça abre seleção para Comitê contra o tráfico humano
https://www.correiobraziliense.com.br/app/noticia/brasil/2020/02/22/interna-brasil,829769/pf-salva-garota-de-16-anos-do-trafico-humano-que-seria-levada-para-bol.shtml~PF salva garota de 16 anos do tráfico humano que seria levada para Bolívia
https://www.correiobraziliense.com.br/app/noticia/brasil/2020/02/22/interna-brasil,829964/pf-salva-garota-de-16-anos-do-trafico-humano-que-seria-levada-para-a-b.shtml~PF salva garota de 16 anos do tráfico humano que seria levada para a Bolívia
https://www.correiobraziliense.com.br/app/noticia/cidades/2019/07/30/interna_cidadesdf,774586/terminal-rodoviario-interestadual-recebe-acao-sobre-trafico-de-humanos.shtml~Terminal rodoviário interestadual recebe ação sobre tráfico humano
https://www.correiobraziliense.com.br/app/noticia/diversao-e-arte/2019/04/03/interna_diversao_arte,747241/produtor-musical-e-preso-sob-acusacao-de-trafico-humano-e-de-animais-e.shtml~Produtor musical é preso sob acusação de tráfico humano e de animais exóticos
https://www.correiobraziliense.com.br/~EUA rebaixam China em relatório anual sobre tráfico humano
https://www.correiobraziliense.com.br/app/noticia/mundo/2017/02/06/interna_mundo,571401/comissaria-de-bordo-salva-adolescente-de-trafico-humano.shtml~Comissária de bordo dos EUA resgata vítima de tráfico humano
https://www.correiobraziliense.com.br/app/noticia/mundo/2016/08/12/interna_mundo,544234/papa-francisco-faz-visita-surpresa-a-ex-prostitutas.shtml~Papa Francisco faz visita surpresa a ex-prostitutas
https://www.correiobraziliense.com.br/app/noticia/mundo/2016/07/28/interna_mundo,542012/mais-de-2-700-latino-americanos-sao-salvos-de-trafico-humano.shtml~Mais de 2.700 latino-americanos são salvos de tráfico humano 
https://www.correiobraziliense.com.br/app/noticia/mundo/2015/07/15/interna_mundo,490451/vaticano-onu-e-prefeitos-se-unem-contra-mudanca-climatica-e-trafico-humano.shtml~Vaticano, ONU e prefeitos se unem contra mudança climática e tráfico humano
https://www.correiobraziliense.com.br/app/noticia/mundo/2015/01/01/interna_mundo,464259/papa-francisco-pede-uniao-contra-escravidao-e-trafico-humano.shtml~Papa Francisco pede união contra escravidão e tráfico humano
https://www.correiobraziliense.com.br/app/noticia/mundo/2014/06/21/interna_mundo,433817/cuba-classifica-relatorio-dos-eua-sobre-trafico-humano-de-manipulador.shtml~Cuba classifica relatório dos EUA sobre tráfico humano de 'manipulador'
https://www.correiobraziliense.com.br/app/noticia/brasil/2014/03/05/interna-brasil,415979/campanha-da-fraternidade-faz-chamado-para-combate-ao-trafico-humano.shtml~Campanha da Fraternidade faz chamado para combate ao tráfico humano 
https://www.correiobraziliense.com.br/app/noticia/brasil/2014/03/05/interna-brasil,415835/cnbb-abre-campanha-da-fraternidade-com-tema-sobre-o-trafico-humano.shtml~CNBB abre Campanha da Fraternidade com tema sobre o tráfico humano 
https://www.correiobraziliense.com.br/app/noticia/mundo/2014/01/13/interna_mundo,407627/papa-condena-o-aborto-o-trafico-humano-e-pede-por-solucao-de-conflitos.shtml~Papa condena o aborto, o tráfico humano e pede por solução de conflitos
https://www.correiobraziliense.com.br/app/noticia/mundo/2013/10/18/interna_mundo,394145/mais-de-800-mil-pessoas-sao-vitimas-de-trafico-todos-os-anos-estima-onu.shtml~Mais de 800 mil pessoas são vítimas de tráfico todos os anos, estima ONU
